record_id,dataset,issue_type,detail
INC-02048,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-21T00:00:00Z
INC-02048,incidents,missing_required_field:incident_type,
INC-02050,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-25T00:00:00Z
INC-02050,incidents,missing_required_field:severity,
INC-02051,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 25/01/2024
INC-02052,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-02052,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 03-May-2024
INC-02055,incidents,dirty_label:severity,Critical -> critical
INC-02055,incidents,dirty_label:incident_type,Spill -> SPILL
INC-02055,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/20/2026
INC-02057,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 14/08/2025
INC-02058,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 26-Oct-2024
INC-02062,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 10-Aug-2024
INC-02062,incidents,missing_required_field:severity,
INC-02063,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 24/09/2023
INC-02064,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 13-Jul-2024
INC-02065,incidents,dirty_label:severity,Low -> Lo
INC-02066,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/22/2025
INC-02067,incidents,missing_required_field:severity,
INC-02068,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 25-Feb-2026
INC-02072,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/03/2025
INC-02075,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/02/2026
INC-02077,incidents,missing_required_field:incident_type,
INC-02080,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-12T00:00:00Z
INC-02080,incidents,missing_required_field:severity,
INC-02081,incidents,missing_required_field:incident_type,
INC-02082,incidents,missing_required_field:severity,
INC-02083,incidents,dirty_label:severity,Medium -> Medium 
INC-02084,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-Sep-2023
INC-02091,incidents,future_date:incident_date,2026-09-30
INC-02093,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-02093,incidents,missing_required_field:incident_type,
INC-02095,incidents,dirty_label:severity,Medium -> Med
INC-02095,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-02097,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/18/2024
INC-02098,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-17T00:00:00Z
INC-02109,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-02110,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 25/02/2026
INC-02113,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-02113,incidents,missing_required_field:incident_type,
INC-02114,incidents,missing_required_field:severity,
INC-02115,incidents,missing_required_field:severity,
INC-02116,incidents,dirty_label:severity,Low ->  Low
INC-02117,incidents,future_date:incident_date,2026-07-31
INC-02120,incidents,missing_required_field:severity,
INC-02121,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-12-01T00:00:00Z
INC-02124,incidents,dirty_label:incident_type,Leak ->  Leak
INC-02125,incidents,dirty_label:severity,High ->  High
INC-02125,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/21/2024
INC-02128,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/18/2025
INC-02130,incidents,dirty_label:incident_type,Leak -> leak
INC-02130,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 11/06/2025
INC-02130,incidents,missing_required_field:incident_type,
INC-02133,incidents,missing_required_field:incident_type,
INC-02137,incidents,dirty_label:severity,Medium -> Medium 
INC-02140,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-02142,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-02142,incidents,missing_required_field:severity,
INC-02142,incidents,missing_required_field:incident_type,
INC-02144,incidents,dirty_label:severity,Low -> low
INC-02145,incidents,dirty_label:severity,High -> high
INC-02146,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 02/08/2024
INC-02148,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 20/04/2025
INC-02149,incidents,out_of_range:compliance_score,-5.0
INC-02152,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 05-Oct-2025
INC-02154,incidents,dirty_label:incident_type,Spill -> SPILL
INC-02155,incidents,dirty_label:incident_type,Leak -> leak
INC-02159,incidents,missing_required_field:severity,
INC-02161,incidents,missing_required_field:severity,
INC-02162,incidents,missing_required_field:severity,
INC-02163,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-09-26T00:00:00Z
INC-02164,incidents,dirty_label:incident_type,Fire -> Fire 
INC-02170,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-02170,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 10-Feb-2024
INC-02172,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-02173,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-02173,incidents,missing_required_field:severity,
INC-02175,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-29T00:00:00Z
INC-02177,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 13/05/2026
INC-02177,incidents,missing_required_field:incident_type,
INC-02178,incidents,dirty_label:severity,High -> high
INC-02183,incidents,dirty_label:incident_type,Fire -> FIRE
INC-02188,incidents,dirty_label:severity,High ->  High
INC-02188,incidents,dirty_label:incident_type,Leak -> leak 
INC-02188,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/08/2025
INC-02189,incidents,dirty_label:severity,Medium ->  medium
INC-02189,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-02190,incidents,dirty_label:severity,High -> high
INC-02191,incidents,dirty_label:severity,High ->  High
INC-02192,incidents,dirty_label:incident_type,Fire -> fire
INC-02192,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 16-Nov-2023
INC-02193,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-19T00:00:00Z
INC-02196,incidents,dirty_label:severity,High -> high
INC-02197,incidents,missing_required_field:incident_type,
INC-02198,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 15/04/2024
INC-02199,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-06-19T00:00:00Z
INC-02199,incidents,missing_required_field:severity,
INC-02200,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-02201,incidents,future_date:incident_date,2026-09-24
INC-02203,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-02204,incidents,missing_required_field:severity,
INC-02206,incidents,dirty_label:incident_type,Spill ->  spill 
INC-02207,incidents,dirty_label:severity,Critical -> CRITICAL
INC-02207,incidents,out_of_range:compliance_score,104.0
INC-02209,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 21/01/2026
INC-02210,incidents,dirty_label:severity,High -> high
INC-02210,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/19/2024
INC-02212,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 03-Feb-2026
INC-02213,incidents,future_date:incident_date,2026-09-30
INC-02215,incidents,dirty_label:severity,High -> high
INC-02215,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 28-May-2026
INC-02217,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-Mar-2025
INC-02218,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 22/09/2024
INC-02221,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-02222,incidents,dirty_label:incident_type,Leak ->  Leak
INC-02223,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 01-Mar-2025
INC-02226,incidents,dirty_label:severity,Critical -> Crit
INC-02227,incidents,dirty_label:incident_type,Leak -> leak 
INC-02228,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/11/2026
INC-02233,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 10/12/2023
INC-02238,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 19-Aug-2023
INC-02247,incidents,dirty_label:incident_type,Fire -> Fire 
INC-02248,incidents,dirty_label:severity,High ->  High
INC-02249,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 09/03/2025
INC-02252,incidents,missing_required_field:severity,
INC-02253,incidents,dirty_label:severity,Critical -> Crit
INC-02254,incidents,future_date:incident_date,2026-09-12
INC-02257,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 19-Aug-2023
INC-02258,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/17/2025
INC-02260,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-26T00:00:00Z
INC-02261,incidents,dirty_label:severity,Critical -> crit
INC-02262,incidents,dirty_label:incident_type,Leak -> leak
INC-02266,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-24T00:00:00Z
INC-02269,incidents,dirty_label:incident_type,Leak ->  Leak
INC-02275,incidents,dirty_label:severity,Low -> low
INC-02275,incidents,out_of_range:compliance_score,-5.0
INC-02277,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/21/2024
INC-02278,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-02281,incidents,missing_required_field:severity,
INC-02282,incidents,dirty_label:severity,High -> HIGH
INC-02282,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-26T00:00:00Z
INC-02285,incidents,dirty_label:severity,Medium ->  medium
INC-02286,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-02289,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-02290,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 26-Jan-2024
INC-02292,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-06-12T00:00:00Z
INC-02293,incidents,dirty_label:severity,High -> HIGH
INC-02295,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-02305,incidents,dirty_label:severity,Low -> low 
INC-02305,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-03-21T00:00:00Z
INC-02307,incidents,out_of_range:compliance_score,-0.5
INC-02310,incidents,dirty_label:severity,Medium -> medium
INC-02312,incidents,missing_required_field:severity,
INC-02312,incidents,missing_required_field:incident_type,
INC-02315,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-Jul-2023
INC-02316,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 08/01/2026
INC-02319,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/19/2023
INC-02320,incidents,dirty_label:severity,Low ->  Low
INC-02320,incidents,out_of_range:compliance_score,150.0
INC-02322,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-02324,incidents,dirty_label:incident_type,Leak -> leak 
INC-02324,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 21/02/2026
INC-02326,incidents,dirty_label:incident_type,Spill -> Spill 
INC-02334,incidents,dirty_label:severity,Critical ->  Critical
INC-02334,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-02335,incidents,dirty_label:severity,Low ->  Low
INC-02339,incidents,out_of_range:compliance_score,115.7
INC-02341,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 06/07/2025
INC-02341,incidents,missing_required_field:incident_type,
INC-02342,incidents,dirty_label:incident_type,Fire -> Fire 
INC-02343,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-21T00:00:00Z
INC-02344,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-02344,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-Mar-2024
INC-02344,incidents,out_of_range:compliance_score,-12.3
INC-02345,incidents,dirty_label:severity,Medium -> MEDIUM
INC-02346,incidents,dirty_label:incident_type,Spill -> SPILL
INC-02347,incidents,dirty_label:severity,Critical -> Crit
INC-02347,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 24-Apr-2024
INC-02348,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/10/2024
INC-02351,incidents,dirty_label:severity,Low -> low
INC-02351,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/10/2025
INC-02355,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 07-Mar-2026
INC-02356,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-24T00:00:00Z
INC-02357,incidents,dirty_label:severity,High -> high
INC-02359,incidents,dirty_label:incident_type,Fire -> Fire 
INC-02360,incidents,missing_required_field:incident_type,
INC-02363,incidents,dirty_label:severity,Low -> Lo
INC-02364,incidents,dirty_label:severity,Low -> LOW
INC-02367,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 16-Aug-2025
INC-02368,incidents,dirty_label:severity,Medium -> medium
INC-02368,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-02372,incidents,dirty_label:severity,Medium -> medium
INC-02374,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/24/2024
INC-02378,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 11-Apr-2026
INC-02384,incidents,dirty_label:incident_type,Fire -> FIRE
INC-02386,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-05T00:00:00Z
INC-02387,incidents,dirty_label:severity,Low -> Lo
INC-02388,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 03-Oct-2024
INC-02389,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-02390,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/30/2024
INC-02393,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-08-15T00:00:00Z
INC-02395,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-03-14T00:00:00Z
INC-02395,incidents,missing_required_field:incident_type,
INC-02396,incidents,dirty_label:severity,Medium -> MEDIUM
INC-02396,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 06-Jun-2026
INC-02397,incidents,dirty_label:severity,Medium -> Medium 
INC-02397,incidents,missing_required_field:incident_type,
INC-02399,incidents,dirty_label:severity,Low -> low 
INC-02400,incidents,missing_required_field:incident_type,
INC-02406,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/26/2025
INC-02409,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 16-Sep-2024
INC-02412,incidents,dirty_label:incident_type,Leak -> leak
INC-02413,incidents,missing_required_field:severity,
INC-02416,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 16/08/2024
INC-02417,incidents,dirty_label:severity,Medium -> MEDIUM
INC-02417,incidents,missing_required_field:severity,
INC-02422,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 07-Mar-2026
INC-02422,incidents,missing_required_field:incident_type,
INC-02423,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-03-19T00:00:00Z
INC-02424,incidents,out_of_range:compliance_score,115.7
INC-02425,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-24T00:00:00Z
INC-02426,incidents,dirty_label:severity,Medium -> medium
INC-02428,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-05T00:00:00Z
INC-02434,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 17-Jan-2024
INC-02439,incidents,missing_required_field:incident_type,
INC-02444,incidents,missing_required_field:severity,
INC-02444,incidents,out_of_range:compliance_score,-5.0
INC-02446,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-02448,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/17/2024
INC-02449,incidents,dirty_label:severity,Medium ->  medium
INC-02449,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-24T00:00:00Z
INC-02452,incidents,future_date:incident_date,2026-10-11
INC-02456,incidents,missing_required_field:incident_type,
INC-02457,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 31-Mar-2024
INC-02459,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/30/2025
INC-02463,incidents,missing_required_field:severity,
INC-02469,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 08-Jan-2024
INC-02470,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-02470,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/19/2025
INC-02471,incidents,missing_required_field:incident_type,
INC-02473,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 14/07/2024
INC-02473,incidents,future_date:incident_date,2026-08-12
INC-02474,incidents,dirty_label:incident_type,Fire ->  fire
INC-02481,incidents,dirty_label:severity,Low -> low 
INC-02483,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/27/2025
INC-02485,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-02486,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/24/2025
INC-02489,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 15/04/2025
INC-02490,incidents,out_of_range:compliance_score,104.0
INC-02493,incidents,missing_required_field:severity,
INC-02498,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 10/05/2024
INC-02499,incidents,missing_required_field:severity,
INC-02500,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-24T00:00:00Z
INC-02501,incidents,missing_required_field:incident_type,
INC-02504,incidents,dirty_label:severity,High -> Hi
INC-02511,incidents,dirty_label:incident_type,Spill -> spill
INC-02514,incidents,dirty_label:severity,Critical ->  Critical
INC-02515,incidents,dirty_label:severity,High -> HIGH
INC-02515,incidents,missing_required_field:severity,
INC-02517,incidents,missing_required_field:severity,
INC-02518,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 19/10/2024
INC-02525,incidents,dirty_label:severity,Critical -> crit
INC-02526,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-07T00:00:00Z
INC-02526,incidents,missing_required_field:severity,
INC-02527,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/19/2025
INC-02528,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-27T00:00:00Z
INC-02531,incidents,missing_required_field:severity,
INC-02532,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/11/2025
INC-02533,incidents,missing_required_field:severity,
INC-02535,incidents,dirty_label:severity,High -> Hi
INC-02536,incidents,dirty_label:severity,Medium -> MEDIUM
INC-02538,incidents,dirty_label:severity,Critical ->  Critical
INC-02538,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/17/2025
INC-02539,incidents,dirty_label:severity,Critical ->  Critical
INC-02541,incidents,missing_required_field:severity,
INC-02543,incidents,dirty_label:severity,High -> Hi
INC-02545,incidents,missing_required_field:incident_type,
INC-02549,incidents,dirty_label:severity,Critical -> Crit
INC-02549,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-19T00:00:00Z
INC-02551,incidents,missing_required_field:incident_type,
INC-02553,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 07/11/2024
INC-02556,incidents,dirty_label:severity,Critical -> CRITICAL
INC-02558,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-02559,incidents,future_date:incident_date,2026-07-29
INC-02562,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-02565,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-15T00:00:00Z
INC-02566,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-02566,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 22/08/2023
INC-02569,incidents,dirty_label:severity,Low -> Lo
INC-02569,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-02569,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/26/2025
INC-02570,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-11-04T00:00:00Z
INC-02576,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 05-Dec-2023
INC-02577,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 21/06/2024
INC-02579,incidents,dirty_label:incident_type,Spill -> SPILL
INC-02579,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 08-Apr-2024
INC-02581,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/15/2023
INC-02581,incidents,missing_required_field:incident_type,
INC-02582,incidents,dirty_label:severity,High -> Hi
INC-02583,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 16/01/2024
INC-02590,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-18T00:00:00Z
INC-02590,incidents,missing_required_field:incident_type,
INC-02592,incidents,dirty_label:severity,Critical -> crit
INC-02592,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/03/2024
INC-02594,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/27/2026
INC-02595,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-08-22T00:00:00Z
INC-02596,incidents,out_of_range:compliance_score,150.0
INC-02598,incidents,dirty_label:severity,Low -> low 
INC-02601,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 16-Oct-2024
INC-02601,incidents,missing_required_field:incident_type,
INC-02603,incidents,out_of_range:compliance_score,150.0
INC-02604,incidents,dirty_label:severity,Low ->  Low
INC-02612,incidents,dirty_label:severity,High ->  High
INC-02614,incidents,out_of_range:compliance_score,-12.3
INC-02619,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-02621,incidents,dirty_label:severity,Critical -> Crit
INC-02623,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 28/11/2025
INC-02627,incidents,dirty_label:severity,Critical -> CRITICAL
INC-02627,incidents,missing_required_field:severity,
INC-02628,incidents,dirty_label:severity,Low -> low 
INC-02632,incidents,out_of_range:compliance_score,-0.5
INC-02633,incidents,dirty_label:incident_type,Spill -> SPILL
INC-02639,incidents,dirty_label:severity,Critical -> crit
INC-02643,incidents,dirty_label:incident_type,Spill -> spill
INC-02643,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 03-Jan-2026
INC-02647,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/02/2023
INC-02647,incidents,missing_required_field:severity,
INC-02648,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-02649,incidents,missing_required_field:incident_type,
INC-02650,incidents,missing_required_field:incident_type,
INC-02652,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/15/2026
INC-02653,incidents,dirty_label:severity,Medium -> Med
INC-02654,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 07/04/2026
INC-02655,incidents,dirty_label:incident_type,Leak -> LEAK
INC-02656,incidents,dirty_label:severity,Low -> low
INC-02658,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 17/12/2025
INC-02662,incidents,dirty_label:severity,High -> Hi
INC-02663,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-02T00:00:00Z
INC-02664,incidents,dirty_label:severity,Medium ->  medium
INC-02665,incidents,dirty_label:severity,High -> high
INC-02667,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/23/2025
INC-02668,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 17/10/2023
INC-02669,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/04/2026
INC-02670,incidents,missing_required_field:severity,
INC-02672,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-02674,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-05T00:00:00Z
INC-02674,incidents,missing_required_field:severity,
INC-02676,incidents,missing_required_field:incident_type,
INC-02681,incidents,dirty_label:severity,Medium ->  medium
INC-02681,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-02681,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-27T00:00:00Z
INC-02685,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/01/2025
INC-02689,incidents,dirty_label:severity,Low -> low
INC-02690,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 28/02/2024
INC-02691,incidents,missing_required_field:severity,
INC-02692,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 07/12/2023
INC-02693,incidents,dirty_label:severity,Medium -> medium
INC-02693,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/09/2026
INC-02693,incidents,missing_required_field:incident_type,
INC-02696,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-02698,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-02698,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-14T00:00:00Z
INC-02699,incidents,dirty_label:severity,High -> high
INC-02700,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 31/10/2025
INC-02706,incidents,missing_required_field:incident_type,
INC-02707,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/26/2023
INC-02713,incidents,future_date:incident_date,2026-10-20
INC-02716,incidents,dirty_label:incident_type,Fire -> fire
INC-02720,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-02721,incidents,dirty_label:severity,Critical ->  Critical
INC-02722,incidents,dirty_label:severity,Low -> LOW
INC-02726,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 31-Jul-2024
INC-02727,incidents,dirty_label:severity,High -> Hi
INC-02728,incidents,dirty_label:severity,Medium -> Med
INC-02735,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 23/02/2024
INC-02735,incidents,missing_required_field:incident_type,
INC-02739,incidents,dirty_label:severity,Medium ->  medium
INC-02740,incidents,dirty_label:incident_type,Fire ->  fire
INC-02740,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/07/2024
INC-02741,incidents,missing_required_field:severity,
INC-02745,incidents,dirty_label:severity,Critical -> crit
INC-02745,incidents,dirty_label:incident_type,Spill -> SPILL
INC-02745,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-02T00:00:00Z
INC-02746,incidents,dirty_label:severity,High ->  High
INC-02748,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-02749,incidents,dirty_label:incident_type,Fire -> Fire 
INC-02749,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 07/07/2026
INC-02752,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-02753,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-02753,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 01/01/2026
INC-02755,incidents,dirty_label:severity,Low -> low
INC-02755,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 02/01/2025
INC-02756,incidents,dirty_label:incident_type,Spill ->  spill 
INC-02756,incidents,out_of_range:compliance_score,-12.3
INC-02757,incidents,dirty_label:severity,High ->  High
INC-02761,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 06-Jul-2025
INC-02762,incidents,dirty_label:severity,High -> Hi
INC-02763,incidents,dirty_label:severity,Critical -> crit
INC-02763,incidents,out_of_range:compliance_score,104.0
